Gene symbol	Gene name	Accession DB	Accession ID
IAP3RC16	"intracisternal A-type particle, U3 region, SINE repeat c-16"		108607
IAP3RC17	"intracisternal A-type particle, U3 region, SINE repeat c-17"		111955
IAP3RC18	"intracisternal A-type particle, U3 region, SINE repeat c-18"		111956
IAP3RC19	"intracisternal A-type particle, U3 region, SINE repeat c-19"		108608
IAP3RC2	"intracisternal A-type particle, U3 region, SINE repeat c-2"		111878
IAP3RC20	"intracisternal A-type particle, U3 region, SINE repeat c-20"		108572
IAP3RC21	"intracisternal A-type particle, U3 region, SINE repeat c-21"		108609
IAP3RC22	"intracisternal A-type particle, U3 region, SINE repeat c-22"		108610
IAP3RC23	"intracisternal A-type particle, U3 region, SINE repeat c-23"		108611
IAP3RC24	"intracisternal A-type particle, U3 region, SINE repeat c-24"		111957
IAP3RC25	"intracisternal A-type particle, U3 region, SINE repeat c-25"		108612
IAP3RC26	"intracisternal A-type particle, U3 region, SINE repeat c-26"		108613
IAP3RC27	"intracisternal A-type particle, U3 region, SINE repeat c-27"		111933
IAP3RC28	"intracisternal A-type particle, U3 region, SINE repeat c-28"		108614
IAP3RC3	"intracisternal A-type particle, U3 region, SINE repeat c-3"		108583
IAP3RC4	"intracisternal A-type particle, U3 region, SINE repeat c-4"		111879
IAP3RC5	"intracisternal A-type particle, U3 region, SINE repeat c-5"		108584
IAP3RC6	"intracisternal A-type particle, U3 region, SINE repeat c-6"		111905
IAP3RC7	"intracisternal A-type particle, U3 region, SINE repeat c-7"		108585
IAP3RC8	"intracisternal A-type particle, U3 region, SINE repeat c-8"		111880
IAP3RC9	"intracisternal A-type particle, U3 region, SINE repeat c-9"		111881
IAP5RA1	"intracisternal A-type particle, U5 region, SINE repeat a-1"		111882
IAP5RA10	"intracisternal A-type particle, U5 region, SINE repeat a-10"		111934
IAP5RA11	"intracisternal A-type particle, U5 region, SINE repeat a-11"		111935
IAP5RA12	"intracisternal A-type particle, U5 region, SINE repeat a-12"		108615
IAP5RA13	"intracisternal A-type particle, U5 region, SINE repeat a-13"		108616
IAP5RA2	"intracisternal A-type particle, U5 region, SINE repeat a-2"		111883
IAP5RA3	"intracisternal A-type particle, U5 region, SINE repeat a-3"		108586
IAP5RA4	"intracisternal A-type particle, U5 region, SINE repeat a-4"		111884
IAP5RA5	"intracisternal A-type particle, U5 region, SINE repeat a-5"		111885
IAP5RA6	"intracisternal A-type particle, U5 region, SINE repeat a-6"		108587
IAP5RA7	"intracisternal A-type particle, U5 region, SINE repeat a-7"		111886
IAP5RA8	"intracisternal A-type particle, U5 region, SINE repeat a-8"		108588
IAP5RA9	"intracisternal A-type particle, U5 region, SINE repeat a-9"		108589
IAP5RB1	"intracisternal A-type particle, U5 region, SINE repeat b-1"		111887
IAP5RB10	"intracisternal A-type particle, U5 region, SINE repeat b-10"		111958
IAP5RB11	"intracisternal A-type particle, U5 region, SINE repeat b-11"		111936
IAP5RB12	"intracisternal A-type particle, U5 region, SINE repeat b-12"		111937
IAP5RB13	"intracisternal A-type particle, U5 region, SINE repeat b-13"		111938
IAP5RB14	"intracisternal A-type particle, U5 region, SINE repeat b-14"		111939
IAP5RB15	"intracisternal A-type particle, U5 region, SINE repeat b-15"		108617
IAP5RB16	"intracisternal A-type particle, U5 region, SINE repeat b-16"		108618
IAP5RB17	"intracisternal A-type particle, U5 region, SINE repeat b-17"		108619
IAP5RB18	"intracisternal A-type particle, U5 region, SINE repeat b-18"		108620
IAP5RB19	"intracisternal A-type particle, U5 region, SINE repeat b-19"		108621
IAP5RB2	"intracisternal A-type particle, U5 region, SINE repeat b-2"		111888
IAP5RB20	"intracisternal A-type particle, U5 region, SINE repeat b-20"		108622
IAP5RB21	"intracisternal A-type particle, U5 region, SINE repeat b-21"		108623
IAP5RB22	"intracisternal A-type particle, U5 region, SINE repeat b-22"		108624
IAP5RB23	"intracisternal A-type particle, U5 region, SINE repeat b-23"		108625
IAP5RB24	"intracisternal A-type particle, U5 region, SINE repeat b-24"		111940
IAP5RB3	"intracisternal A-type particle, U5 region, SINE repeat b-3"		111889
IAP5RB4	"intracisternal A-type particle, U5 region, SINE repeat b-4"		111906
IAP5RB5	"intracisternal A-type particle, U5 region, SINE repeat b-5"		111907
IAP5RB6	"intracisternal A-type particle, U5 region, SINE repeat b-6"		111890
IAP5RB7	"intracisternal A-type particle, U5 region, SINE repeat b-7"		111891
IAP5RB8	"intracisternal A-type particle, U5 region, SINE repeat b-8"		111892
IAP5RB9	"intracisternal A-type particle, U5 region, SINE repeat b-9"		108590
IAP5RC1	"intracisternal A-type particle, U5 region, SINE repeat c-1"		108570
IAP5RC10	"intracisternal A-type particle, U5 region, SINE repeat c-10"		111941
IAP5RC11	"intracisternal A-type particle, U5 region, SINE repeat c-11"		111959
IAP5RC12	"intracisternal A-type particle, U5 region, SINE repeat c-12"		111942
IAP5RC13	"intracisternal A-type particle, U5 region, SINE repeat c-13"		108626
IAP5RC14	"intracisternal A-type particle, U5 region, SINE repeat c-14"		108627
IAP5RC15	"intracisternal A-type particle, U5 region, SINE repeat c-15"		108628
IAP5RC16	"intracisternal A-type particle, U5 region, SINE repeat c-16"		111943
IAP5RC17	"intracisternal A-type particle, U5 region, SINE repeat c-17"		108575
IAP5RC18	"intracisternal A-type particle, U5 region, SINE repeat c-18"		108629
IAP5RC19	"intracisternal A-type particle, U5 region, SINE repeat c-19"		108630
IAP5RC2	"intracisternal A-type particle, U5 region, SINE repeat c-2"		111893
IAP5RC20	"intracisternal A-type particle, U5 region, SINE repeat c-20"		108573
IAP5RC21	"intracisternal A-type particle, U5 region, SINE repeat c-21"		111960
IAP5RC22	"intracisternal A-type particle, U5 region, SINE repeat c-22"		108631
IAP5RC3	"intracisternal A-type particle, U5 region, SINE repeat c-3"		111894
IAP5RC4	"intracisternal A-type particle, U5 region, SINE repeat c-4"		111895
IAP5RC5	"intracisternal A-type particle, U5 region, SINE repeat c-5"		111896
IAP5RC6	"intracisternal A-type particle, U5 region, SINE repeat c-6"		111908
IAP5RC7	"intracisternal A-type particle, U5 region, SINE repeat c-7"		108591
IAP5RC8	"intracisternal A-type particle, U5 region, SINE repeat c-8"		108592
IAP5RC9	"intracisternal A-type particle, U5 region, SINE repeat c-9"		108593
IAP8-1	"intracisternal A particles, Agt linked"		15731
IAPLS1-1	"intracisternal A particle, lymphocyte specific 1-1"		111769
IAPLS1-10	"intracisternal A particle, lymphocyte specific 1-10"		111786
IAPLS1-11	"intracisternal A particle, lymphocyte specific 1-11"		111781
IAPLS1-12	"intracisternal A particle, lymphocyte specific 1-12"		111835
IAPLS1-13	"intracisternal A particle, lymphocyte specific 1-13"		111836
IAPLS1-14	"intracisternal A particle, lymphocyte specific 1-14"		111784
IAPLS1-15	"intracisternal A particle, lymphocyte specific 1-15"		111815
IAPLS1-16	"intracisternal A particle, lymphocyte specific 1-16"		111814
IAPLS1-17	"intracisternal A particle, lymphocyte specific 1-17"		111787
IAPLS1-18	"intracisternal A particle, lymphocyte specific 1-18"		111782
IAPLS1-19	"intracisternal A particle, lymphocyte specific 1-19"		111813
IAPLS1-2	"intracisternal A particle, lymphocyte specific 1-2"		111757
IAPLS1-20	"intracisternal A particle, lymphocyte specific 1-20"		111812
IAPLS1-21	"intracisternal A particle, lymphocyte specific 1-21"		111851
IAPLS1-22	"intracisternal A particle, lymphocyte specific 1-22"		111837
IAPLS1-24	"intracisternal A particle, lymphocyte specific 1-24"		111811
IAPLS1-25	"intracisternal A particle, lymphocyte specific 1-25"		111810
IAPLS1-26	"intracisternal A particle, lymphocyte specific 1-26"		108553
IAPLS1-27	"intracisternal A particle, lymphocyte specific 1-27"		108554
IAPLS1-28	"intracisternal A particle, lymphocyte specific 1-28"		108547
IAPLS1-29	"intracisternal A particle, lymphocyte specific 1-29"		111788
IAPLS1-3	"intracisternal A particle, lymphocyte specific 1-3"		111770
IAPLS1-30	"intracisternal A particle, lymphocyte specific 1-30"		111838
IAPLS1-31	"intracisternal A particle, lymphocyte specific 1-31"		111809
IAPLS1-32	"intracisternal A particle, lymphocyte specific 1-32"		111808
IAPLS1-35	"intracisternal A particle, lymphocyte specific 1-35"		108562
IAPLS1-37	"intracisternal A particle, lymphocyte specific 1-37"		108563
IAPLS1-38	"intracisternal A particle, lymphocyte specific 1-38"		111820
IAPLS1-4	"intracisternal A particle, lymphocyte specific 1-4"		111758
IAPLS1-43	"intracisternal A particle, lymphocyte specific 1-43"		111853
IAPLS1-46	"intracisternal A particle, lymphocyte specific 1-46"		111819
IAPLS1-47	"intracisternal A particle, lymphocyte specific 1-47"		111827
IAPLS1-48	"intracisternal A particle, lymphocyte specific 1-48"		111858
IAPLS1-49	"intracisternal A particle, lymphocyte specific 1-49"		111826
IAPLS1-5	"intracisternal A particle, lymphocyte specific 1-5"		111771
IAPLS1-50	"intracisternal A particle, lymphocyte specific 1-50"		111825
IAPLS1-53	"intracisternal A particle, lymphocyte specific 1-53"		108565
IAPLS1-54	"intracisternal A particle, lymphocyte specific 1-54"		108566
IAPLS1-57	"intracisternal A particle, lymphocyte specific 1-57"		108567
IAPLS1-6	"intracisternal A particle, lymphocyte specific 1-6"		111783
IAPLS1-65	"intracisternal A particle, lymphocyte specific 1-65"		111818
IAPLS1-66	"intracisternal A particle, lymphocyte specific 1-66"		111824
IAPLS1-67	"intracisternal A particle, lymphocyte specific 1-67"		111829
IAPLS1-68	"intracisternal A particle, lymphocyte specific 1-68"		111834
IAPLS1-69	"intracisternal A particle, lymphocyte specific 1-69"		108558
IAPLS1-7	"intracisternal A particle, lymphocyte specific 1-7"		111759
IAPLS1-70	"intracisternal A particle, lymphocyte specific 1-70"		111817
IAPLS1-71	"intracisternal A particle, lymphocyte specific 1-71"		111828
IAPLS1-72	"intracisternal A particle, lymphocyte specific 1-72"		111823
IAPLS1-73	"intracisternal A particle, lymphocyte specific 1-73"		111856
IAPLS1-74	"intracisternal A particle, lymphocyte specific 1-74"		108561
IAPLS1-8	"intracisternal A particle, lymphocyte specific 1-8"		111772
IAPLS1-9	"intracisternal A particle, lymphocyte specific 1-9"		111760
IAPLS2-1	"intracisternal A particle, lymphocyte specific 2-1"		111773
IAPLS2-10	"intracisternal A particle, lymphocyte specific 2-10"		111839
IAPLS2-11	"intracisternal A particle, lymphocyte specific 2-11"		111840
IAPLS2-12	"intracisternal A particle, lymphocyte specific 2-12"		111841
IAPLS2-13	"intracisternal A particle, lymphocyte specific 2-13"		111789
IAPLS2-14	"intracisternal A particle, lymphocyte specific 2-14"		111790
IAPLS2-15	"intracisternal A particle, lymphocyte specific 2-15"		111859
IAPLS2-16	"intracisternal A particle, lymphocyte specific 2-16"		111807
IAPLS2-17	"intracisternal A particle, lymphocyte specific 2-17"		108560
IAPLS2-18	"intracisternal A particle, lymphocyte specific 2-18"		111831
IAPLS2-19	"intracisternal A particle, lymphocyte specific 2-19"		111816
IAPLS2-2	"intracisternal A particle, lymphocyte specific 2-2"		111754
IAPLS2-20	"intracisternal A particle, lymphocyte specific 2-20"		108559
IAPLS2-21	"intracisternal A particle, lymphocyte specific 2-21"		111854
IAPLS2-22	"intracisternal A particle, lymphocyte specific 2-22"		111855
IAPLS2-23	"intracisternal A particle, lymphocyte specific 2-23"		111832
IAPLS2-24	"intracisternal A particle, lymphocyte specific 2-24"		111822
IAPLS2-25	"intracisternal A particle, lymphocyte specific 2-25"		111821
IAPLS2-26	"intracisternal A particle, lymphocyte specific 2-26"		108550
IAPLS2-27	"intracisternal A particle, lymphocyte specific 2-27"		111852
IAPLS2-28	"intracisternal A particle, lymphocyte specific 2-28"		111830
IAPLS2-29	"intracisternal A particle, lymphocyte specific 2-29"		108568
IAPLS2-3	"intracisternal A particle, lymphocyte specific 2-3"		111755
IAPLS2-31	"intracisternal A particle, lymphocyte specific 2-31"		108569
IAPLS2-34	"intracisternal A particle, lymphocyte specific 2-34"		111791
IAPLS2-35	"intracisternal A particle, lymphocyte specific 2-35"		108552
IAPLS2-37	"intracisternal A particle, lymphocyte specific 2-37"		108551
IAPLS2-38	"intracisternal A particle, lymphocyte specific 2-38"		111833
IAPLS2-4	"intracisternal A particle, lymphocyte specific 2-4"		111761
IAPLS2-5	"intracisternal A particle, lymphocyte specific 2-5"		111762
IAPLS2-6	"intracisternal A particle, lymphocyte specific 2-6"		111774
IAPLS2-7	"intracisternal A particle, lymphocyte specific 2-7"		111763
IAPLS2-8	"intracisternal A particle, lymphocyte specific 2-8"		108564
IAPLS2-9	"intracisternal A particle, lymphocyte specific 2-9"		111764
IAPLS3-1	"intracisternal A particle, lymphocyte specific 3-1"		111765
IAPLS3-10	"intracisternal A particle, lymphocyte specific 3-10"		111792
IAPLS3-11	"intracisternal A particle, lymphocyte specific 3-11"		111842
IAPLS3-12	"intracisternal A particle, lymphocyte specific 3-12"		111843
IAPLS3-13	"intracisternal A particle, lymphocyte specific 3-13"		111793
IAPLS3-14	"intracisternal A particle, lymphocyte specific 3-14"		111844
IAPLS3-15	"intracisternal A particle, lymphocyte specific 3-15"		111845
IAPLS3-16	"intracisternal A particle, lymphocyte specific 3-16"		111794
IAPLS3-17	"intracisternal A particle, lymphocyte specific 3-17"		111795
IAPLS3-18	"intracisternal A particle, lymphocyte specific 3-18"		111796
IAPLS3-19	"intracisternal A particle, lymphocyte specific 3-19"		111797
IAPLS3-2	"intracisternal A particle, lymphocyte specific 3-2"		111766
IAPLS3-20	"intracisternal A particle, lymphocyte specific 3-20"		111846
IAPLS3-21	"intracisternal A particle, lymphocyte specific 3-21"		111798
IAPLS3-22	"intracisternal A particle, lymphocyte specific 3-22"		111799
IAPLS3-24	"intracisternal A particle, lymphocyte specific 3-24"		111847
IAPLS3-25	"intracisternal A particle, lymphocyte specific 3-25"		108557
IAPLS3-26	"intracisternal A particle, lymphocyte specific 3-26"		111800
IAPLS3-27	"intracisternal A particle, lymphocyte specific 3-27"		108555
IAPLS3-28	"intracisternal A particle, lymphocyte specific 3-28"		111850
IAPLS3-29	"intracisternal A particle, lymphocyte specific 3-29"		111806
IAPLS3-3	"intracisternal A particle, lymphocyte specific 3-3"		111775
IAPLS3-30	"intracisternal A particle, lymphocyte specific 3-30"		111805
IAPLS3-31	"intracisternal A particle, lymphocyte specific 3-31"		111804
IAPLS3-34	"intracisternal A particle, lymphocyte specific 3-34"		108549
IAPLS3-35	"intracisternal A particle, lymphocyte specific 3-35"		111803
IAPLS3-37	"intracisternal A particle, lymphocyte specific 3-37"		111802
IAPLS3-38	"intracisternal A particle, lymphocyte specific 3-38"		111848
IAPLS3-39	"intracisternal A particle, lymphocyte specific 3-39"		108548
IAPLS3-4	"intracisternal A particle, lymphocyte specific 3-4"		111756
IAPLS3-40	"intracisternal A particle, lymphocyte specific 3-40"		111849
IAPLS3-41	"intracisternal A particle, lymphocyte specific 3-41"		111801
IAPLS3-42	"intracisternal A particle, lymphocyte specific, probe 3-42"		111922
IAPLS3-43	"intracisternal A particle, lymphocyte specific, probe 3-43"		111916
IAPLS3-44	"intracisternal A particle, lymphocyte specific, probe 3-44"		111921
IAPLS3-45	"intracisternal A particle, lymphocyte specific, probe 3-45"		111948
IAPLS3-46	"intracisternal A particle, lymphocyte specific, probe 3-46"		108595
IAPLS3-47	"intracisternal A particle, lymphocyte specific, probe 3-47"		111920
IAPLS3-48	"intracisternal A particle, lymphocyte specific 3-48"		111860
IAPLS3-49	"intracisternal A particle, lymphocyte specific, probe 3-49"		111913
IAPLS3-5	"intracisternal A particle, lymphocyte specific 3-5"		111767
IAPLS3-50	"intracisternal A particle, lymphocyte specific, probe 3-50"		111919
IAPLS3-51	"intracisternal A particle, lymphocyte specific, probe 3-51"		108594
IAPLS3-52	"intracisternal A particle, lymphocyte specific, probe 3-52"		111918
IAPLS3-53	"intracisternal A particle, lymphocyte specific, probe 3-53"		111949
IAPLS3-54	"intracisternal A particle, lymphocyte specific, probe 3-54"		111912
IAPLS3-6	"intracisternal A particle, lymphocyte specific 3-6"		111776
IAPLS3-65	"intracisternal A particle, lymphocyte specific 3-65"		111857
IAPLS3-66	"intracisternal A particle, lymphocyte specific, probe 3-66"		111915
IAPLS3-67	"intracisternal A particle, lymphocyte specific, probe 3-67"		111914
IAPLS3-68	"intracisternal A particle, lymphocyte specific, probe 3-68"		108574
IAPLS3-69	"intracisternal A particle, lymphocyte specific, probe 3-69"		111917
IAPLS3-7	"intracisternal A particle, lymphocyte specific 3-7"		111777
IAPLS3-8	"intracisternal A particle, lymphocyte specific 3-8"		111778
IAPLS3-9	"intracisternal A particle, lymphocyte specific 3-9"		111768
IAPP	islet amyloid polypeptide		3375
IAPT1	"intracisternal A particle, tumor specific 1"		111694
IAPT10	"intracisternal A particle, tumor specific 10"		111728
IAPT11	"intracisternal A particle, tumor specific 11"		111703
IAPT12	"intracisternal A particle, tumor specific 12"		111745
IAPT15	"intracisternal A particle, tumor specific 15"		111727
IAPT18	"intracisternal A particle, tumor specific 18"		111730
IAPT19	"intracisternal A particle, tumor specific 19"		111747
IAPT20	"intracisternal A particle, tumor specific 20"		111704
IAPT26	"intracisternal A particle, tumor specific 26"		111726
IAPT3	"intracisternal A particle, tumor specific 3"		111693
IAPT4	"intracisternal A particle, tumor specific 4"		111692
IAPT5	"intracisternal A particle, tumor specific 5"		111682
IAPT6	"intracisternal A particle, tumor specific 6"		111691
IAPT8	"intracisternal A particle, tumor specific 8"		111681
IAPT9	"intracisternal A particle, tumor specific 9"		111690
IAPY-1	"intracisternal A particles, MuRVY linked"		15890
IARS	isoleucine-tRNA synthetase		105148
IARS2	"isoleucyl-tRNA synthetase 2, mitochondrial"		55699
IBA1	induction of brown adipocytes 1		114737
IBA2	induction of brown adipocytes 2		114738
IBA3	induction of brown adipocytes 3		114739
IBA4	induction of brown adipocytes 4		114740
IBA5	induction of brown adipocytes 5		100034852
IBA57	iron-sulfur cluster assembly factor IBA57		200205
IBA6	induction of brown adipocytes 6		100036334
IBA7	induction of brown adipocytes 7		100035244
IBA8	induction of brown adipocytes 8		100035651
IBDQ1	inflammatory bowel disease QTL 1		100036301
IBDQ2	inflammatory bowel disease QTL 2		100036370
IBSP	integrin binding sialoprotein		3381
IBTK	inhibitor of Bruton tyrosine kinase		25998
ICA1	islet cell autoantigen 1		3382
ICA1L	islet cell autoantigen 1 like		130026
ICAM1	intercellular adhesion molecule 1		3383
ICAM1-RS1	"intercellular adhesion molecule 1, related sequence 1"		111254
ICAM2	intercellular adhesion molecule 2		3384
ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)		3386
ICAM5	intercellular adhesion molecule 5		7087
ICE1	interactor of little elongation complex ELL subunit 1		23379
ICE2	interactor of little elongation complex ELL subunit 2		79664
ICHS	immediate cutaneous hypersensitivity QTL		112351
ICMT	isoprenylcysteine carboxyl methyltransferase		23463
ICOS	inducible T cell costimulator		29851
ICOSL	icos ligand		50723
ICOSLG	inducible T cell costimulator ligand		23308
ICT1OS	"immature colon carcinoma transcript 1, opposite strand"		319367
ID1	"inhibitor of DNA binding 1, HLH protein"		3397
ID2	inhibitor of DNA binding 2		3398
ID3	"inhibitor of DNA binding 3, HLH protein"		3399
ID4	"inhibitor of DNA binding 4, HLH protein"		3400
IDC	iris dysplasia with cataract		107421
IDD1	insulin dependent diabetes susceptibility 1		110674
IDD10	insulin dependent diabetes susceptibility 10		110712
IDD11	insulin dependent diabetes susceptibility 11		110713
IDD12	insulin dependent diabetes susceptibility 12		110726
IDD13	insulin dependent diabetes susceptibility 13		110716
IDD14	insulin dependent diabetes susceptibility 14		107884
IDD15	insulin dependent diabetes susceptibility 15		107872
IDD16	insulin dependent diabetes susceptibility 16		110733
IDD16.1	insulin dependent diabetes susceptibility 16.1		100036448
IDD16.2	insulin dependent diabetes susceptibility 16.2		100035157
IDD17	insulin dependent diabetes susceptibility 17		110735
IDD18	insulin dependent diabetes susceptibility 18		110736
IDD19	insulin dependent diabetes susceptibility 19		110737
IDD2	insulin dependent diabetes susceptibility 2		110654
IDD20	insulin dependent diabetes susceptibility 20		116827
IDD21	insulin dependent diabetes susceptibility 21		492940
IDD21.1	insulin dependent diabetes susceptibility 21.1		100036455
IDD21.2	insulin dependent diabetes susceptibility 21.2		100036335
IDD21.3	insulin dependent diabetes susceptibility 21.3		100035246
IDD22	insulin dependent diabetes susceptibility 22		492978
IDD23	insulin dependent diabetes susceptibility 23		100036080
IDD25	insulin dependent diabetes susceptibility 25		100035642
IDD26	insulin dependent diabetes susceptibility 26		100036495
IDD27	insulin dependent diabetes susceptibility 27		100035655
IDD3	insulin dependent diabetes susceptibility 3		110655
IDD4	insulin dependent diabetes susceptibility 4		110675
IDD4.3	insulin dependent diabetes susceptibility 4.3		100037255
IDD5	insulin dependent diabetes susceptibility 5		110656
IDD5.1	insulin dependent diabetes susceptibility 5.1		170801
IDD5.2	insulin dependent diabetes susceptibility 5.2		170802
IDD6	insulin dependent diabetes susceptibility 6		107835
IDD6.1	insulin dependent diabetes susceptibility 6.1		100049554
IDD6.2	insulin dependent diabetes susceptibility 6.2		100049553
IDD6.3	insulin dependent diabetes susceptibility 6.3		100049555
IDD7	insulin dependent diabetes susceptibility 7		110649
IDD8	insulin dependent diabetes susceptibility 8		110657
IDD9	insulin dependent diabetes susceptibility 9		110658
IDD9.1	insulin dependent diabetes susceptibility 9.1		107935
IDD9.2	insulin dependent diabetes susceptibility 9.2		107936
IDD9.3	insulin dependent diabetes susceptibility 9.3		107937
IDE	insulin degrading enzyme		3416
IDH1	isocitrate dehydrogenase (NADP(+)) 1		3417
IDH2	isocitrate dehydrogenase (NADP(+)) 2		3418
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha		3419
IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta		3420
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma		3421
IDI1	isopentenyl-diphosphate delta isomerase 1		3422
IDI2	isopentenyl-diphosphate delta isomerase 2		91734
IDNK	IDNK gluconokinase		414328
IDO1	"indoleamine 2,3-dioxygenase 1"		3620
IDO2	"indoleamine 2,3-dioxygenase 2"		169355
IDS	iduronate 2-sulfatase		3423
IDUA	alpha-L-iduronidase		3425
IE	eye-ear reduction		104022
IER2	immediate early response 2		9592
IER3	immediate early response 3		8870
IER3IP1	immediate early response 3 interacting protein 1		51124
IER5	immediate early response 5		51278
IER5L	immediate early response 5 like		389792
IEREPO2	"immediate early response, erythropoietin 2"		81842
IF1	NDV-induced circulating interferon		110305
IF2	MTV-induced circulating interferon		107627
IF3	Sendai virus induced interferon 3		107590
IF4	Sendai virus induced interferon 4		107591
IFFO1	intermediate filament family orphan 1		25900
IFFO2	intermediate filament family orphan 2		126917
IFI12	interferon activated gene 12		104389
IFI15	interferon activated gene 15		110125
IFI16	interferon gamma inducible protein 16		3428
IFI201	interferon activated gene 201		110154
IFI202B	interferon activated gene 202B		26388
IFI202C	interferon activated gene 202C		26389
IFI203	interferon activated gene 203		15950
IFI203-PS	"interferon activated gene 203, pseudogene"		100504287
IFI204	interferon activated gene 204		15951
IFI205	interferon activated gene 205		226695
IFI206	interferon activated gene 206		102639543
IFI207	interferon activated gene 207		226691
IFI208	interferon activated gene 208		100033459
IFI209	interferon activated gene 209		236312
IFI211	interferon activated gene 211		381308
IFI213	interferon activated gene 213		623121
IFI214	interferon activated gene 214		545384
IFI27	interferon alpha inducible protein 27		3429
IFI27L1	interferon alpha inducible protein 27 like 1		122509
IFI27L2	interferon alpha inducible protein 27 like 2		83982
IFI27L2A	"interferon, alpha-inducible protein 27 like 2A"		76933
IFI27L2B	"interferon, alpha-inducible protein 27 like 2B"		217845
IFI30	IFI30 lysosomal thiol reductase		10437
IFI35	interferon induced protein 35		3430
IFI44	interferon induced protein 44		10561
IFI44L	interferon induced protein 44 like		10964
IFI47	interferon gamma inducible protein 47		15953
IFI56-PS1	"interferon inducible protein 56, pseudogene 1"		108220
IFI56-PS2	"interferon inducible protein 56, pseudogene 2"		108221
IFIH1	interferon induced with helicase C domain 1		64135
IFIT1	interferon induced protein with tetratricopeptide repeats 1		3434
IFIT1BL1	interferon induced protein with tetratricpeptide repeats 1B like 1		667373
IFIT1BL2	interferon induced protein with tetratricopeptide repeats 1B like 2		112419
IFIT2	interferon induced protein with tetratricopeptide repeats 2		3433
IFIT3	interferon induced protein with tetratricopeptide repeats 3		3437
IFIT3B	interferon-induced protein with tetratricopeptide repeats 3B		667370
IFITM1	interferon induced transmembrane protein 1		8519
IFITM10	interferon induced transmembrane protein 10		402778
IFITM2	interferon induced transmembrane protein 2		10581
IFITM3	interferon induced transmembrane protein 3		10410
IFITM5	interferon induced transmembrane protein 5		387733
IFITM6	interferon induced transmembrane protein 6		213002
IFITM7	interferon induced transmembrane protein 7		74482
IFLD3	induced in fatty liver dystrophy 3		23914
IFLD4	induced in fatty liver dystrophy 4		23915
IFLD5	induced in fatty liver dystrophy 5		23916
IFNA	interferon alpha		111654
IFNA1	interferon alpha 1		3439
IFNA10	interferon alpha 10		3446
IFNA11	interferon alpha 11		15964
IFNA12	interferon alpha 12		242519
IFNA13	interferon alpha 13		3447
IFNA14	interferon alpha 14		3448
IFNA15	interferon alpha 15		242517
IFNA16	interferon alpha 16		3449
IFNA2	interferon alpha 2		3440
IFNA4	interferon alpha 4		3441
IFNA5	interferon alpha 5		3442
IFNA6	interferon alpha 6		3443
IFNA7	interferon alpha 7		3444
IFNA9	interferon alpha 9		15972
IFNAB	interferon alpha B		15974
IFNA-PS1	"interferon alpha gene, pseudogene 1"		100416153
IFNAR1	interferon alpha and beta receptor subunit 1		3454
IFNAR2	interferon alpha and beta receptor subunit 2		3455
IFNB1	interferon beta 1		3456
IFNE	interferon epsilon		338376
IFNG	interferon gamma		3458
IFNGAS1	Ifng antisense RNA 1		103214
IFNGR1	interferon gamma receptor 1		3459
IFNGR2	interferon gamma receptor 2		3460
IFNK	interferon kappa		56832
IFNL2	interferon lambda 2		282616
IFNL3	interferon lambda 3		282617
IFNLR1	interferon lambda receptor 1		163702
IFNZ	interferon zeta		319146
IFRD1	interferon related developmental regulator 1		3475
IFRD2	interferon related developmental regulator 2		7866
IFRG15	interferon responsive gene 15		100172443
IFT122	intraflagellar transport 122		55764
IFT140	intraflagellar transport 140		9742
IFT172	intraflagellar transport 172		26160
IFT20	intraflagellar transport 20		90410
IFT22	intraflagellar transport 22		64792
IFT27	intraflagellar transport 27		11020
IFT43	intraflagellar transport 43		112752
IFT46	intraflagellar transport 46		56912
IFT52	intraflagellar transport 52		51098
IFT57	intraflagellar transport 57		55081
IFT74	intraflagellar transport 74		80173
IFT80	intraflagellar transport 80		57560
IFT81	intraflagellar transport 81		28981
IFT88	intraflagellar transport 88		8100
IFT88OS	"intraflagellar transport 88, opposite strand"		71931
IFTAP	intraflagellar transport associated protein		119710
IFX	"NDV-induced circulating interferon, X-linked"		107851
IGAN1	IgA nephropathy		60498
IGAN2	"IgA nephropathy, susceptibility to, 2"		100653384
IGAN3	IgA nephropathy 3		100035168
IGAN4	IgA nephropathy 4		100035169
IGBP1	immunoglobulin binding protein 1		3476
IGBP1B	immunoglobulin (CD79A) binding protein 1b		50540
IGDCC3	immunoglobulin superfamily DCC subclass member 3		9543
IGDCC4	immunoglobulin superfamily DCC subclass member 4		57722
IGF1	insulin like growth factor 1		3479
IGF1IT	"insulin-like growth factor 1, intronic transcript"		100503785
IGF1OS	"insulin-like growth factor 1, opposite strand"		627270
IGF1Q1	insulin-like growth factor 1 QTL 1		110405
IGF1Q2	insulin-like growth factor 1 QTL 2		110406
IGF1R	insulin like growth factor 1 receptor		3480
IGF1SL1	IGF-1 serum levels 1		492979
IGF1SL2	IGF-1 serum levels 2		100034946
IGF1SL3	IGF-1 serum levels 3		100035798
IGF1SL4	IGF-1 serum levels 4		100034947
